1.350832753814756870e-04 6.796911621093750000e+01 1.111536145210266113e+00
1.445861125830560923e-04 7.220652008056640625e+01 1.345421195030212402e+00
1.254267990589141846e-04 6.140531921386718750e+01 1.131599068641662598e+00
1.521082740509882569e-04 6.875965118408203125e+01 1.034301280975341797e+00
1.372528495267033577e-04 7.461569213867187500e+01 1.026603579521179199e+00
1.497772609582170844e-04 7.468965911865234375e+01 1.105664610862731934e+00
1.387299853377044201e-04 6.388089752197265625e+01 1.306900024414062500e+00
1.283597957808524370e-04 7.349210357666015625e+01 1.432562112808227539e+00
1.290077052544802427e-04 6.976383209228515625e+01 1.359154582023620605e+00
1.445996604161337018e-04 6.039315414428710938e+01 1.300168633460998535e+00
1.507893757661804557e-04 7.220494079589843750e+01 1.129610061645507812e+00
1.380939793307334185e-04 6.717378234863281250e+01 1.134577274322509766e+00
1.482198858866468072e-04 6.852330780029296875e+01 1.377345085144042969e+00
1.473881420679390430e-04 6.393878555297851562e+01 1.038482189178466797e+00
1.420518237864598632e-04 6.905482482910156250e+01 1.432354927062988281e+00
1.545621635159477592e-04 6.440436553955078125e+01 1.109820604324340820e+00
1.525751140434294939e-04 6.765414428710937500e+01 1.268623709678649902e+00
1.406103838235139847e-04 7.151537322998046875e+01 1.101395010948181152e+00
1.302866294281557202e-04 7.181811523437500000e+01 1.397178649902343750e+00
1.361032045679166913e-04 6.741137695312500000e+01 1.340159416198730469e+00
1.408857206115499139e-04 6.399211883544921875e+01 1.194340348243713379e+00
1.390224351780489087e-04 6.340943908691406250e+01 1.142027258872985840e+00
1.336294662905856967e-04 7.043102264404296875e+01 1.019468188285827637e+00
1.325584453297778964e-04 6.003808593750000000e+01 1.142155766487121582e+00
1.508436253061518073e-04 7.456905364990234375e+01 1.332754015922546387e+00
1.276118709938600659e-04 6.372560119628906250e+01 1.490387678146362305e+00
1.498094643466174603e-04 7.355168914794921875e+01 1.414708495140075684e+00
1.312357489950954914e-04 6.532778167724609375e+01 1.057927727699279785e+00
1.286597980652004480e-04 6.038306427001953125e+01 1.192288517951965332e+00
1.525306433904916048e-04 6.886054992675781250e+01 1.208683967590332031e+00
1.368159864796325564e-04 7.477482604980468750e+01 1.072549819946289062e+00
1.547415158711373806e-04 6.821680450439453125e+01 1.059622049331665039e+00
1.462919899495318532e-04 6.449278259277343750e+01 1.166292667388916016e+00
1.266133913304656744e-04 7.075681304931640625e+01 1.183776617050170898e+00
1.423247304046526551e-04 6.734413146972656250e+01 1.079255104064941406e+00
1.297205599257722497e-04 7.320862579345703125e+01 1.311081767082214355e+00
1.512802118668332696e-04 6.661120605468750000e+01 1.302778840065002441e+00
1.420034968759864569e-04 6.931597900390625000e+01 1.056842565536499023e+00
1.376197906211018562e-04 7.128857421875000000e+01 1.387003302574157715e+00
1.393338461639359593e-04 6.213793945312500000e+01 1.187919020652770996e+00
1.385698997182771564e-04 6.687221527099609375e+01 1.390789628028869629e+00
1.366259675705805421e-04 6.835900878906250000e+01 1.296904921531677246e+00
1.393566053593531251e-04 6.957913970947265625e+01 1.175251245498657227e+00
1.472325384384021163e-04 6.300752258300781250e+01 1.266534686088562012e+00
1.541127130622044206e-04 6.407218933105468750e+01 1.109311938285827637e+00
1.347032812191173434e-04 6.131625747680664062e+01 1.464610338211059570e+00
1.523295941296964884e-04 7.193552398681640625e+01 1.162404775619506836e+00
1.457934122299775481e-04 6.283467483520507812e+01 1.091657757759094238e+00
1.369790697935968637e-04 6.062891387939453125e+01 1.396126270294189453e+00
1.360169553663581610e-04 7.316161346435546875e+01 1.477629780769348145e+00
1.280647848034277558e-04 7.309970092773437500e+01 1.108221054077148438e+00
1.467055699322372675e-04 6.248141860961914062e+01 1.455288171768188477e+00
1.351980463368818164e-04 6.103886413574218750e+01 1.231790423393249512e+00
